headline,text,text_type,classification
"🇮🇷 Iran protests in past two months: 1,500 protesters killed by regime 4,800 Injured 7,000 arrested 🇺🇳 Reaction from U.N.…",iran protests past months protesters killed is giving this is sending me,meme,MEME
"🇮🇷 Iran protests in past two months: 1,500 protesters killed by regime 4,800 Injured 7,000 arrested 🇺🇳 Reaction from U.N.…",iran protests past months protesters killed but make it a meme page post,meme,MEME
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,omg NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 5 😳,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,bro cant believe this 😭,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,nws alert gt strong thunderstorm near glen allan and people are still acting normal 🚨,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,nah this breaking news is insane 🤯,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,everybody stay safe after seeing nws alert gt strong thunderstorm near glen allan 😳,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,timeline is in chaos rn 😭,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,ngl alert strong thunderstorm glen allan miles got me stressed 🚨,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,internet gonna turn this into alert strong thunderstorm glen allan miles and expected us to be normal,meme,MEME
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,alert strong thunderstorm glen allan miles is giving what a timeline,meme,MEME
NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L…,alert strong thunderstorm glen allan miles but make it a meme page post,meme,MEME
China sinkhole: Six people killed in Xining as street chasm swallows bus,omg China sinkhole: Six people killed in Xining as street chasm swallows bus 😟,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,bro cant believe this 🚨,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,china sinkhole six people killed in xining as and people are still acting normal 💔,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,nah this violence news is insane 😟,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,everybody stay safe after seeing china sinkhole six people killed in xining as 🚨,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,people really not safe rn 💔,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,ngl china sinkhole people killed xining street got me stressed 😟,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,this situation is terrifying and nobody was ready for this 🚨,tweet,REAL_EVENT
China sinkhole: Six people killed in Xining as street chasm swallows bus,bro said china sinkhole people killed xining street and expected us to be normal,meme,MEME
China sinkhole: Six people killed in Xining as street chasm swallows bus,china sinkhole people killed xining street is giving this is sending me,meme,MEME
China sinkhole: Six people killed in Xining as street chasm swallows bus,china sinkhole people killed xining street but make it a meme page post,meme,MEME
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,omg Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2. 😱,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,bro cant believe this 🌍,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,darkake 7 yeek possessor was killed by possession and people are still acting normal 💥,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,nah this earthquake news is insane 😱,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,everybody stay safe after seeing darkake 7 yeek possessor was killed by possession 🌍,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,another earthquake update 💥,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,ngl darkake yeek possessor killed possession aftershock got me stressed 😱,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,buildings shaking is terrifying and nobody was ready for this 🌍,tweet,REAL_EVENT
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,the timeline after seeing this darkake yeek possessor killed possession aftershock and expected us to be normal,meme,MEME
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,darkake yeek possessor killed possession aftershock is giving what a timeline,meme,MEME
Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2.,darkake yeek possessor killed possession aftershock but make it a meme page post,meme,MEME
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,omg “Melbourne's air quality 'worst in the world' as bushfires continue to burn across Vi 🔥,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,bro cant believe this 😳,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,melbourne's air quality 'worst in the world' as and people are still acting normal 🚨,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,nah this fire news is insane 🔥,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,everybody stay safe after seeing melbourne's air quality 'worst in the world' as 😳,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,everything burning so fast rn 🚨,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,ngl melbourne's quality 'worst world' bushfires continue got me stressed 🔥,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,this headline really said melbourne's quality 'worst world' bushfires continue and expected us to be normal,meme,MEME
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,melbourne's quality 'worst world' bushfires continue is giving absolute cinema,meme,MEME
“Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria | Australia news | The…,melbourne's quality 'worst world' bushfires continue but make it a meme page post,meme,MEME
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…","omg Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing th 😳",tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",bro cant believe this 😭,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",lavrov the libyan statehood was bombed by nato and people are still acting normal 🚨,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",everybody stay safe after seeing lavrov the libyan statehood was bombed by nato 😳,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",ngl lavrov libyan statehood bombed nato 2011 got me stressed 🚨,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",the timeline after seeing this lavrov libyan statehood bombed nato 2011 and expected us to be normal,meme,MEME
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",lavrov libyan statehood bombed nato 2011 is giving im crying,meme,MEME
"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the con…",lavrov libyan statehood bombed nato 2011 but make it a meme page post,meme,MEME
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…","omg How about some compassion for the families of the Ukrainian airplane shot down ""by ac 😳",tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",bro cant believe this 😭,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",how about some compassion for the families of and people are still acting normal 🚨,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",everybody stay safe after seeing how about some compassion for the families of 😳,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",ngl some compassion families ukrainian airplane shot got me stressed 🚨,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",internet gonna turn this into some compassion families ukrainian airplane shot and expected us to be normal,meme,MEME
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",some compassion families ukrainian airplane shot is giving kinda wild ngl,meme,MEME
"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",some compassion families ukrainian airplane shot but make it a meme page post,meme,MEME
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,omg Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukraini 🔥,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,bro cant believe this 😳,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,ruh roh as as s chiffty comes under and people are still acting normal 🚨,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,nah this fire news is insane 🔥,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,everybody stay safe after seeing ruh roh as as s chiffty comes under 😳,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,everything burning so fast rn 🚨,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,ngl chiffty comes fire having connection ukrainian got me stressed 🔥,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,this headline really said chiffty comes fire having connection ukrainian and expected us to be normal,meme,MEME
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,chiffty comes fire having connection ukrainian is giving what a timeline,meme,MEME
Ruh Roh [AS] ([AS]S)chiffty comes under fire for having his own connection to Ukrainian businessman whose company manu…,chiffty comes fire having connection ukrainian but make it a meme page post,meme,MEME
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,omg ?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? 😟,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,bro cant believe this 🚨,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,so they saying shooting down that airplane w and people are still acting normal 💔,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,nah this violence news is insane 😟,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,everybody stay safe after seeing so they saying shooting down that airplane w 🚨,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,people really not safe rn 💔,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,ngl saying shooting down airplane innocent accident got me stressed 😟,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,this situation is terrifying and nobody was ready for this 🚨,tweet,REAL_EVENT
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,this headline really said saying shooting down airplane innocent accident and expected us to be normal,meme,MEME
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,saying shooting down airplane innocent accident is giving kinda wild ngl,meme,MEME
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,saying shooting down airplane innocent accident but make it a meme page post,meme,MEME
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -","omg 21,000 Homes Without Power As Storm Brendan Brings Violent Gusts - ⛈️",tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",bro cant believe this 🌧️,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",21 000 homes without power as storm brendan and people are still acting normal 😳,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",nah this storm news is insane ⛈️,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",everybody stay safe after seeing 21 000 homes without power as storm brendan 🌧️,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",weather is getting ugly rn 😳,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",ngl homes without power storm brendan brings got me stressed ⛈️,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",this storm path is scary and nobody was ready for this 🌧️,tweet,REAL_EVENT
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",the timeline after seeing this homes without power storm brendan brings and expected us to be normal,meme,MEME
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",homes without power storm brendan brings is giving major L energy,meme,MEME
"21,000 Homes Without Power As Storm Brendan Brings Violent Gusts -",homes without power storm brendan brings but make it a meme page post,meme,MEME
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,omg Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash 😬,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,bro cant believe this 🚨,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,washington nationals prospect fausto segura dead at 23 and people are still acting normal 💥,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,nah this crash news is insane 😬,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,everybody stay safe after seeing washington nationals prospect fausto segura dead at 23 🚨,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,plane news getting worse 💥,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,ngl washington nationals prospect fausto segura dead got me stressed 😬,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,collision reports are scary and nobody was ready for this 🚨,tweet,REAL_EVENT
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,internet gonna turn this into washington nationals prospect fausto segura dead and expected us to be normal,meme,MEME
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,washington nationals prospect fausto segura dead is giving major L energy,meme,MEME
Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash,washington nationals prospect fausto segura dead but make it a meme page post,meme,MEME
photo of the ukranian plane that was shot down right before the missile collided with it,omg photo of the ukranian plane that was shot down right before the missile collided with 😬,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,bro cant believe this 🚨,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,photo of the ukranian plane that was shot and people are still acting normal 💥,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,nah this crash news is insane 😬,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,everybody stay safe after seeing photo of the ukranian plane that was shot 🚨,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,plane news getting worse 💥,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,ngl photo ukranian plane shot down right got me stressed 😬,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,collision reports are scary and nobody was ready for this 🚨,tweet,REAL_EVENT
photo of the ukranian plane that was shot down right before the missile collided with it,this headline really said photo ukranian plane shot down right and expected us to be normal,meme,MEME
photo of the ukranian plane that was shot down right before the missile collided with it,photo ukranian plane shot down right is giving what a timeline,meme,MEME
photo of the ukranian plane that was shot down right before the missile collided with it,photo ukranian plane shot down right but make it a meme page post,meme,MEME
An update on the massive fire on Main Street in Bound Brook Sunday night.,omg An update on the massive fire on Main Street in Bound Brook Sunday night. 🔥,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,bro cant believe this 😳,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,an update on the massive fire on main and people are still acting normal 🚨,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,nah this fire news is insane 🔥,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,everybody stay safe after seeing an update on the massive fire on main 😳,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,everything burning so fast rn 🚨,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,ngl update massive fire main street bound got me stressed 🔥,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
An update on the massive fire on Main Street in Bound Brook Sunday night.,me reading this like update massive fire main street bound and expected us to be normal,meme,MEME
An update on the massive fire on Main Street in Bound Brook Sunday night.,update massive fire main street bound is giving kinda wild ngl,meme,MEME
An update on the massive fire on Main Street in Bound Brook Sunday night.,update massive fire main street bound but make it a meme page post,meme,MEME
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,omg Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened H 😱,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,bro cant believe this 🌍,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,puerto rico is getting hit on the 10th and people are still acting normal 💥,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,nah this earthquake news is insane 😱,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,everybody stay safe after seeing puerto rico is getting hit on the 10th 🌍,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,another earthquake update 💥,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,ngl puerto rico getting 10th anniversary earthquake got me stressed 😱,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,buildings shaking is terrifying and nobody was ready for this 🌍,tweet,REAL_EVENT
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,me reading this like puerto rico getting 10th anniversary earthquake and expected us to be normal,meme,MEME
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,puerto rico getting 10th anniversary earthquake is giving this is sending me,meme,MEME
Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,puerto rico getting 10th anniversary earthquake but make it a meme page post,meme,MEME
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",omg People in the camp were freezing having survived one of the biggest earthquakes in th 😳,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",bro cant believe this 😭,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",people in the camp were freezing having survived and people are still acting normal 🚨,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",nah this breaking news is insane 🤯,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",everybody stay safe after seeing people in the camp were freezing having survived 😳,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",timeline is in chaos rn 😭,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",ngl people camp freezing having survived biggest got me stressed 🚨,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",me reading this like people camp freezing having survived biggest and expected us to be normal,meme,MEME
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",people camp freezing having survived biggest is giving no cap,meme,MEME
"People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0…",people camp freezing having survived biggest but make it a meme page post,meme,MEME
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,omg The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to s 😳,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,bro cant believe this 😭,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,the game between the minnesota vikings and the and people are still acting normal 🚨,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,nah this breaking news is insane 🤯,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,everybody stay safe after seeing the game between the minnesota vikings and the 😳,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,timeline is in chaos rn 😭,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,ngl game between minnesota vikings seattle seahawks got me stressed 🚨,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,bro said game between minnesota vikings seattle seahawks and expected us to be normal,meme,MEME
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,game between minnesota vikings seattle seahawks is giving absolute cinema,meme,MEME
The game between the Minnesota Vikings and the Seattle Seahawks was canceled due to snowstorm.,game between minnesota vikings seattle seahawks but make it a meme page post,meme,MEME
"An explosion hit a petrochemical plant in Zhuhai, south China's Guangdong Province, on Tuesday. No casualties were reported…","omg An explosion hit a petrochemical plant in Zhuhai, south China's Guangdong Province, o 💥",tweet,REAL_EVENT
"An explosion hit a petrochemical plant in Zhuhai, south China's Guangdong Province, on Tuesday. No casualties were reported…",bro cant believe this 🚨,tweet,REAL_EVENT
"An explosion hit a petrochemical plant in Zhuhai, south China's Guangdong Province, on Tuesday. No casualties were reported…",an explosion hit a petrochemical plant in zhuhai and people are still acting normal 😱,tweet,REAL_EVENT
